no;dataset;method;b;se
2549;850;MI_T;0.434825927;0.146708608
2550;850;MI_LOGT;0.450098842;0.115886763
2551;851;CC;0.570570648;0.138846561
2552;851;MI_T;0.549219251;0.14483574
2553;851;MI_LOGT;0.583628535;0.119465582
2554;852;CC;0.538845897;0.15820992
2555;852;MI_T;0.448599458;0.121148117
2556;852;MI_LOGT;0.526093125;0.128929585
2557;853;CC;0.377952963;0.132441878
2558;853;MI_T;0.345667243;0.146888912
2559;853;MI_LOGT;0.328519166;0.138838321
2560;854;CC;0.60845536;0.118887015
2561;854;MI_T;0.584298193;0.111938886
2562;854;MI_LOGT;0.574758947;0.105539866
2563;855;CC;0.546021938;0.1285512
2564;855;MI_T;0.529717088;0.112435773
2565;855;MI_LOGT;0.578410983;0.116913043
2566;856;CC;0.322333097;0.157152742
2567;856;MI_T;0.3038342;0.138036758
2568;856;MI_LOGT;0.367998183;0.160431281
2569;857;CC;0.290340811;0.132365644
2570;857;MI_T;0.339679658;0.111318566
2571;857;MI_LOGT;0.336907983;0.108315587
2572;858;CC;0.331289858;0.157079428
2573;858;MI_T;0.364058673;0.139099404
2574;858;MI_LOGT;0.348936439;0.123728551
2575;859;CC;0.51352632;0.141021773
2576;859;MI_T;0.557599425;0.11730054
2577;859;MI_LOGT;0.541154146;0.129380167
2578;860;CC;0.923912048;0.149344221
2579;860;MI_T;0.866184533;0.133988112
2580;860;MI_LOGT;0.847646236;0.138615981
2581;861;CC;0.80197221;0.172253013
2582;861;MI_T;0.588743687;0.140552029
2583;861;MI_LOGT;0.682736456;0.157463998
2584;862;CC;0.448040277;0.149046779
2585;862;MI_T;0.432875097;0.151152909
2586;862;MI_LOGT;0.445527256;0.148145318
2587;863;CC;0.717323542;0.134281859
2588;863;MI_T;0.68751502;0.126680538
2589;863;MI_LOGT;0.632416308;0.137063533
2590;864;CC;0.720761001;0.134968579
2591;864;MI_T;0.64593488;0.126031846
2592;864;MI_LOGT;0.676833451;0.128619328
2593;865;CC;0.613772154;0.142319664
2594;865;MI_T;0.495022774;0.117894389
2595;865;MI_LOGT;0.483555347;0.138064176
2596;866;CC;0.47707355;0.123456351
2597;866;MI_T;0.532776415;0.117777944
2598;866;MI_LOGT;0.52355504;0.121258289
2599;867;CC;0.431216687;0.140784234
2600;867;MI_T;0.436910838;0.127670214
2601;867;MI_LOGT;0.405965209;0.12526232
2602;868;CC;0.505744517;0.120404311
2603;868;MI_T;0.550510943;0.125150695
2604;868;MI_LOGT;0.595742404;0.132631749
2605;869;CC;0.311571568;0.168528914
2606;869;MI_T;0.370444804;0.162457407
2607;869;MI_LOGT;0.336067915;0.148452953
2608;870;CC;0.601918221;0.151506811
2609;870;MI_T;0.567922115;0.143813193
2610;870;MI_LOGT;0.507114232;0.11246901
2611;871;CC;0.231004551;0.126737341
2612;871;MI_T;0.352801591;0.110211521
2613;871;MI_LOGT;0.342490852;0.126151815
2614;872;CC;0.344766527;0.146052986
2615;872;MI_T;0.321106225;0.137232721
2616;872;MI_LOGT;0.279101104;0.138448358
2617;873;CC;0.387102723;0.139528811
2618;873;MI_T;0.492104709;0.13414751
2619;873;MI_LOGT;0.464913666;0.116738617
2620;874;CC;0.462250531;0.156849146
2621;874;MI_T;0.440746933;0.140023649
2622;874;MI_LOGT;0.377739042;0.120595314
2623;875;CC;0.61768198;0.158412904
2624;875;MI_T;0.451961607;0.126347259
2625;875;MI_LOGT;0.508388698;0.121666737
2626;876;CC;0.678591907;0.155275911
2627;876;MI_T;0.568592787;0.139398545
2628;876;MI_LOGT;0.592475533;0.123746388
2629;877;CC;0.80883348;0.170113668
2630;877;MI_T;0.742590666;0.141002476
2631;877;MI_LOGT;0.678092241;0.134050146
2632;878;CC;0.725139141;0.149122432
2633;878;MI_T;0.494169384;0.10513217
2634;878;MI_LOGT;0.567750871;0.114219598
2635;879;CC;0.511446297;0.136607245
2636;879;MI_T;0.366917044;0.125518143
2637;879;MI_LOGT;0.401640594;0.122673057
2638;880;CC;0.643307447;0.144632891
2639;880;MI_T;0.702106476;0.127890036
2640;880;MI_LOGT;0.650239229;0.159407809
2641;881;CC;0.700467229;0.170799196
2642;881;MI_T;0.630471349;0.168128029
2643;881;MI_LOGT;0.650920987;0.163221881
2644;882;CC;0.430839509;0.13887924
2645;882;MI_T;0.349701196;0.115727045
2646;882;MI_LOGT;0.408936769;0.125691369
2647;883;CC;0.535193443;0.167307347
2648;883;MI_T;0.409336746;0.158616871
2649;883;MI_LOGT;0.47077015;0.149786144
2650;884;CC;0.440810114;0.15400891
2651;884;MI_T;0.516236484;0.148763418
2652;884;MI_LOGT;0.483383209;0.127757072
2653;885;CC;0.437820852;0.162764937
2654;885;MI_T;0.387958735;0.133652881
2655;885;MI_LOGT;0.404541552;0.130750522
2656;886;CC;0.295339525;0.132735595
2657;886;MI_T;0.375249028;0.127963409
2658;886;MI_LOGT;0.334773064;0.120292835
2659;887;CC;0.399443984;0.15909791
2660;887;MI_T;0.405769885;0.139667034
2661;887;MI_LOGT;0.406004339;0.154858962
2662;888;CC;0.375180006;0.127172679
2663;888;MI_T;0.350291103;0.113372609
2664;888;MI_LOGT;0.359735221;0.119467288
2665;889;CC;0.419973224;0.143490061
2666;889;MI_T;0.481786609;0.13262485
2667;889;MI_LOGT;0.495191813;0.132392824
2668;890;CC;0.45347032;0.1251937
2669;890;MI_T;0.469666123;0.109215483
2670;890;MI_LOGT;0.493377477;0.122377768
2671;891;CC;0.433401048;0.130122781
2672;891;MI_T;0.54591471;0.115648814
2673;891;MI_LOGT;0.513023555;0.122082792
2674;892;CC;0.357493967;0.130854085
2675;892;MI_T;0.323692799;0.11904075
2676;892;MI_LOGT;0.316516221;0.114570491
2677;893;CC;0.488886178;0.136043295
2678;893;MI_T;0.299722433;0.134957731
2679;893;MI_LOGT;0.391583979;0.114127822
2680;894;CC;0.528472126;0.116907895
2681;894;MI_T;0.499671161;0.101658985
2682;894;MI_LOGT;0.489033014;0.114765421
2683;895;CC;0.644875348;0.159427926
2684;895;MI_T;0.499586046;0.1270013
2685;895;MI_LOGT;0.478883624;0.137758449
2686;896;CC;0.434947371;0.153874263
2687;896;MI_T;0.414213985;0.115274519
2688;896;MI_LOGT;0.420331061;0.116390042
2689;897;CC;0.446386248;0.139873654
2690;897;MI_T;0.450187027;0.136540681
2691;897;MI_LOGT;0.456872374;0.120560199
2692;898;CC;0.498685539;0.145548433
2693;898;MI_T;0.49442181;0.145860687
2694;898;MI_LOGT;0.482942432;0.127720997
2695;899;CC;0.541500986;0.138923854
2696;899;MI_T;0.566880345;0.138507634
2697;899;MI_LOGT;0.580329418;0.122159459
2698;900;CC;0.325956374;0.145615488
2699;900;MI_T;0.380840987;0.132666081
2700;900;MI_LOGT;0.370061308;0.125454724
2701;901;CC;0.266564667;0.14710252
2702;901;MI_T;0.33003962;0.132095471
2703;901;MI_LOGT;0.334171116;0.128006756
2704;902;CC;0.496435732;0.137771621
2705;902;MI_T;0.602457702;0.120099492
2706;902;MI_LOGT;0.585045934;0.120543353
2707;903;CC;0.412989348;0.135427102
2708;903;MI_T;0.487922251;0.14703539
2709;903;MI_LOGT;0.483237863;0.123746939
2710;904;CC;0.27966252;0.153766274
2711;904;MI_T;0.317800671;0.170635313
2712;904;MI_LOGT;0.335446179;0.123473175
2713;905;CC;0.529966354;0.141924724
2714;905;MI_T;0.467660546;0.133769259
2715;905;MI_LOGT;0.455042928;0.133034497
2716;906;CC;0.440385848;0.144204035
2717;906;MI_T;0.37758106;0.135511354
2718;906;MI_LOGT;0.340980977;0.122023612
2719;907;CC;0.37772119;0.140010685
2720;907;MI_T;0.479449958;0.134146631
2721;907;MI_LOGT;0.469745666;0.123076998
2722;908;CC;0.707460642;0.183356598
2723;908;MI_T;0.689411461;0.191067651
2724;908;MI_LOGT;0.539718211;0.156548709
2725;909;CC;0.337248206;0.131319612
2726;909;MI_T;0.308316141;0.105925933
2727;909;MI_LOGT;0.32383275;0.12689957
2728;910;CC;0.49772197;0.133258909
2729;910;MI_T;0.316863835;0.131826937
2730;910;MI_LOGT;0.399294227;0.112016499
2731;911;CC;0.637337089;0.177804738
2732;911;MI_T;0.574533224;0.163736135
2733;911;MI_LOGT;0.626626611;0.149838388
2734;912;CC;0.598777294;0.128632635
2735;912;MI_T;0.640604794;0.116113901
2736;912;MI_LOGT;0.653842986;0.122125611
2737;913;CC;0.673316538;0.14400427
2738;913;MI_T;0.612981677;0.118666194
2739;913;MI_LOGT;0.584276974;0.136678129
2740;914;CC;0.51154089;0.127884343
2741;914;MI_T;0.538960516;0.124038354
2742;914;MI_LOGT;0.567981482;0.124328613
2743;915;CC;0.532993495;0.147086948
2744;915;MI_T;0.522261262;0.124075741
2745;915;MI_LOGT;0.509840488;0.146948755
2746;916;CC;0.30954057;0.177509651
2747;916;MI_T;0.330863118;0.146209359
2748;916;MI_LOGT;0.454571396;0.148726344
2749;917;CC;0.794410646;0.173402503
2750;917;MI_T;0.796554744;0.131319165
2751;917;MI_LOGT;0.765696764;0.130091488
2752;918;CC;0.536791086;0.139545515
2753;918;MI_T;0.494138807;0.120560631
2754;918;MI_LOGT;0.459655464;0.137098357
2755;919;CC;0.60504961;0.171789497
2756;919;MI_T;0.735054672;0.1613525
2757;919;MI_LOGT;0.66379112;0.154632449
2758;920;CC;0.632781208;0.139311716
2759;920;MI_T;0.528834462;0.13899596
2760;920;MI_LOGT;0.548360169;0.133910805
2761;921;CC;0.535914838;0.149290934
2762;921;MI_T;0.485891134;0.167651698
2763;921;MI_LOGT;0.486335665;0.175051868
2764;922;CC;0.21594207;0.132854119
2765;922;MI_T;0.200689584;0.115269907
2766;922;MI_LOGT;0.218942001;0.113386497
2767;923;CC;0.734273851;0.152068064
2768;923;MI_T;0.672700346;0.12261726
2769;923;MI_LOGT;0.717454433;0.13352567
2770;924;CC;0.440191925;0.129965201
2771;924;MI_T;0.347462952;0.103930756
2772;924;MI_LOGT;0.336803019;0.10807284
2773;925;CC;0.485545307;0.149471313
2774;925;MI_T;0.470134974;0.127681449
2775;925;MI_LOGT;0.495613873;0.130427152
2776;926;CC;0.440515488;0.129674435
2777;926;MI_T;0.469843119;0.119357564
2778;926;MI_LOGT;0.413961262;0.129085049
2779;927;CC;0.560531735;0.184169576
2780;927;MI_T;0.495828509;0.141416922
2781;927;MI_LOGT;0.522574723;0.168170437
2782;928;CC;0.41517517;0.136922643
2783;928;MI_T;0.402571738;0.111811481
2784;928;MI_LOGT;0.381408513;0.133096531
2785;929;CC;0.337127537;0.134187981
2786;929;MI_T;0.456780136;0.123587228
2787;929;MI_LOGT;0.41937536;0.132160485
2788;930;CC;0.582781971;0.171599716
2789;930;MI_T;0.539618134;0.133792371
2790;930;MI_LOGT;0.459355265;0.139586598
2791;931;CC;0.424884886;0.167420611
2792;931;MI_T;0.471909016;0.133132562
2793;931;MI_LOGT;0.377814561;0.168875813
2794;932;CC;0.875060678;0.16423139
2795;932;MI_T;0.841628432;0.143455386
2796;932;MI_LOGT;0.878478229;0.15138106
2797;933;CC;0.573253691;0.134322584
2798;933;MI_T;0.483347505;0.124728963
2799;933;MI_LOGT;0.483753175;0.116263814
2800;934;CC;0.447259933;0.118920356
2801;934;MI_T;0.48604238;0.106771067
2802;934;MI_LOGT;0.546747983;0.105522573
2803;935;CC;0.825449884;0.173621505
2804;935;MI_T;0.698327005;0.16178827
2805;935;MI_LOGT;0.697953641;0.190067843
2806;936;CC;0.467690766;0.13244985
2807;936;MI_T;0.401154786;0.120092124
2808;936;MI_LOGT;0.433370918;0.117940843
2809;937;CC;0.489848495;0.136338934
2810;937;MI_T;0.556254625;0.137420937
2811;937;MI_LOGT;0.553120136;0.13662754
2812;938;CC;0.617244482;0.155796617
2813;938;MI_T;0.506154299;0.123536013
2814;938;MI_LOGT;0.519039929;0.144669324
2815;939;CC;0.48270151;0.164508194
2816;939;MI_T;0.406228513;0.129707903
2817;939;MI_LOGT;0.449987739;0.131668776
2818;940;CC;0.386533052;0.138730243
2819;940;MI_T;0.382393062;0.13018465
2820;940;MI_LOGT;0.46732235;0.119346626
2821;941;CC;0.549352169;0.161127284
2822;941;MI_T;0.480637223;0.133985847
2823;941;MI_LOGT;0.42170763;0.195107639
2824;942;CC;0.735979736;0.156094879
2825;942;MI_T;0.60398978;0.122546382
2826;942;MI_LOGT;0.70426631;0.155216292
2827;943;CC;0.386760235;0.144300386
2828;943;MI_T;0.399536192;0.143135697
2829;943;MI_LOGT;0.443249106;0.13636598
2830;944;CC;0.690286875;0.158498839
2831;944;MI_T;0.627973914;0.1343382
2832;944;MI_LOGT;0.631643951;0.179421917
2833;945;CC;0.376630604;0.123650715
2834;945;MI_T;0.413815081;0.118592069
2835;945;MI_LOGT;0.368079096;0.124028645
2836;946;CC;0.729513705;0.192170247
2837;946;MI_T;0.782277167;0.164049506
2838;946;MI_LOGT;0.750058591;0.154542953
2839;947;CC;0.57104218;0.130479813
2840;947;MI_T;0.515930831;0.133136123
2841;947;MI_LOGT;0.50952673;0.119583316
2842;948;CC;0.40698728;0.163856044
2843;948;MI_T;0.487754971;0.13865748
2844;948;MI_LOGT;0.528395593;0.149171695
2845;949;CC;0.529335976;0.160606086
2846;949;MI_T;0.461786747;0.189526111
2847;949;MI_LOGT;0.394375682;0.121782832
2848;950;CC;0.730763376;0.143935844
2849;950;MI_T;0.676084459;0.125752077
2850;950;MI_LOGT;0.625692844;0.131002456
2851;951;CC;0.531280875;0.135226831
2852;951;MI_T;0.617534637;0.122488953
2853;951;MI_LOGT;0.601332128;0.127630487
2854;952;CC;0.383353025;0.137969717
2855;952;MI_T;0.371767223;0.117479272
2856;952;MI_LOGT;0.320130438;0.127878129
2857;953;CC;0.775605261;0.171701267
2858;953;MI_T;0.810942709;0.161778629
2859;953;MI_LOGT;0.765031099;0.144209102
2860;954;CC;0.586196184;0.153189689
2861;954;MI_T;0.668657243;0.124006249
2862;954;MI_LOGT;0.68571645;0.125879154
2863;955;CC;0.473739475;0.144253686
2864;955;MI_T;0.568673313;0.122784883
2865;955;MI_LOGT;0.518209636;0.127447709
2866;956;CC;0.562177479;0.154193312
2867;956;MI_T;0.450879455;0.134918302
2868;956;MI_LOGT;0.466136009;0.138567358
2869;957;CC;0.405814856;0.141149357
2870;957;MI_T;0.505616724;0.12131349
2871;957;MI_LOGT;0.480512947;0.13350901
2872;958;CC;0.487599671;0.137372479
2873;958;MI_T;0.467658401;0.148900256
2874;958;MI_LOGT;0.434100777;0.157404453
2875;959;CC;0.714668334;0.133964971
2876;959;MI_T;0.690499723;0.124865964
2877;959;MI_LOGT;0.693294466;0.130719036
2878;960;CC;0.460601687;0.153619662
2879;960;MI_T;0.460745394;0.151277527
2880;960;MI_LOGT;0.52833122;0.146870688
2881;961;CC;0.574840248;0.143898815
2882;961;MI_T;0.567869782;0.135077104
2883;961;MI_LOGT;0.599801958;0.133460566
2884;962;CC;0.424034327;0.150942013
2885;962;MI_T;0.553163588;0.138335884
2886;962;MI_LOGT;0.502912045;0.135755017
2887;963;CC;0.310412854;0.131498322
2888;963;MI_T;0.350865602;0.118412189
2889;963;MI_LOGT;0.331645131;0.1238783
2890;964;CC;0.45979172;0.147727907
2891;964;MI_T;0.499639928;0.152245909
2892;964;MI_LOGT;0.515442073;0.136146605
2893;965;CC;0.206177756;0.153919294
2894;965;MI_T;0.163236126;0.153738052
2895;965;MI_LOGT;0.155161068;0.140333772
2896;966;CC;0.454939365;0.112861201
2897;966;MI_T;0.439607173;0.121299997
2898;966;MI_LOGT;0.489210218;0.117569342
2899;967;CC;0.535394728;0.134836778
2900;967;MI_T;0.502907932;0.138484836
2901;967;MI_LOGT;0.51703167;0.127190098
2902;968;CC;0.614670396;0.12394245
2903;968;MI_T;0.54733181;0.100815013
2904;968;MI_LOGT;0.519031882;0.105753504
2905;969;CC;0.536037207;0.14785558
2906;969;MI_T;0.481988579;0.124841869
2907;969;MI_LOGT;0.464071482;0.115842871
2908;970;CC;0.374387413;0.142220423
2909;970;MI_T;0.337280631;0.120384462
2910;970;MI_LOGT;0.314689845;0.125822678
2911;971;CC;0.456550866;0.111934125
2912;971;MI_T;0.447940707;0.104447842
2913;971;MI_LOGT;0.444340348;0.107626632
2914;972;CC;0.910464346;0.175154641
2915;972;MI_T;0.680281818;0.159596756
2916;972;MI_LOGT;0.669186056;0.150417224
2917;973;CC;0.264453679;0.127539754
2918;973;MI_T;0.345665872;0.1264157
2919;973;MI_LOGT;0.337148458;0.108952358
2920;974;CC;0.466731161;0.113218762
2921;974;MI_T;0.470028311;0.092702635
2922;974;MI_LOGT;0.436891854;0.100616336
2923;975;CC;0.420517325;0.13687782
2924;975;MI_T;0.478040695;0.112600774
2925;975;MI_LOGT;0.4416264;0.112662084
2926;976;CC;0.465266287;0.138154969
2927;976;MI_T;0.366726786;0.119300246
2928;976;MI_LOGT;0.413720667;0.117495455
2929;977;CC;0.6361202;0.163870677
2930;977;MI_T;0.556162477;0.137109175
2931;977;MI_LOGT;0.524755239;0.15481101
2932;978;CC;0.37089771;0.138964772
2933;978;MI_T;0.428630441;0.122579142
2934;978;MI_LOGT;0.44764632;0.123848557
2935;979;CC;0.567468286;0.145189896
2936;979;MI_T;0.575416923;0.13791199
2937;979;MI_LOGT;0.514606416;0.123902112
2938;980;CC;0.543319225;0.169356108
2939;980;MI_T;0.500267625;0.158482969
2940;980;MI_LOGT;0.470840663;0.148837537
2941;981;CC;0.648572743;0.193374813
2942;981;MI_T;0.485946953;0.142265722
2943;981;MI_LOGT;0.45018211;0.172808275
2944;982;CC;0.540138423;0.154464558
2945;982;MI_T;0.453963041;0.127998561
2946;982;MI_LOGT;0.454683781;0.127601817
2947;983;CC;0.415101558;0.158721358
2948;983;MI_T;0.348474175;0.153991416
2949;983;MI_LOGT;0.371854097;0.13062574
2950;984;CC;0.527777672;0.12887162
2951;984;MI_T;0.540500939;0.119391061
2952;984;MI_LOGT;0.508732617;0.112813145
2953;985;CC;0.485186964;0.144704923
2954;985;MI_T;0.475800306;0.141558543
2955;985;MI_LOGT;0.477467716;0.122355908
2956;986;CC;0.695580482;0.177462518
2957;986;MI_T;0.522255003;0.151890308
2958;986;MI_LOGT;0.559835732;0.140746132
2959;987;CC;0.459419012;0.147335008
2960;987;MI_T;0.37782976;0.136425585
2961;987;MI_LOGT;0.400764525;0.125500605
2962;988;CC;0.382612824;0.132901952
2963;988;MI_T;0.306142122;0.134078905
2964;988;MI_LOGT;0.313962042;0.113226101
2965;989;CC;0.333283842;0.124312609
2966;989;MI_T;0.333813757;0.113694355
2967;989;MI_LOGT;0.373384356;0.106896602
2968;990;CC;0.329945564;0.120608188
2969;990;MI_T;0.445420533;0.115556039
2970;990;MI_LOGT;0.429551065;0.115167923
2971;991;CC;0.566413462;0.148203671
2972;991;MI_T;0.412204564;0.124747388
2973;991;MI_LOGT;0.432675689;0.122006863
2974;992;CC;0.449522793;0.164341167
2975;992;MI_T;0.575508475;0.167924851
2976;992;MI_LOGT;0.564591706;0.171448007
2977;993;CC;0.608291447;0.142371073
2978;993;MI_T;0.721865475;0.121638179
2979;993;MI_LOGT;0.62027669;0.165672973
2980;994;CC;0.241730958;0.127294376
2981;994;MI_T;0.252570719;0.12525396
2982;994;MI_LOGT;0.298526049;0.108828947
2983;995;CC;0.675596058;0.165502384
2984;995;MI_T;0.586444557;0.136512503
2985;995;MI_LOGT;0.63963002;0.154610142
2986;996;CC;0.476207197;0.170399711
2987;996;MI_T;0.53308934;0.174423918
2988;996;MI_LOGT;0.55450505;0.152169928
2989;997;CC;0.614395976;0.167408213
2990;997;MI_T;0.570960939;0.174415082
2991;997;MI_LOGT;0.553334713;0.136771783
2992;998;CC;0.765113056;0.147119284
2993;998;MI_T;0.543322384;0.144432485
2994;998;MI_LOGT;0.554415405;0.13403599
2995;999;CC;0.456114888;0.141316324
2996;999;MI_T;0.384289533;0.123765014
2997;999;MI_LOGT;0.408988446;0.13101685
2998;1000;CC;0.430809647;0.11106848
2999;1000;MI_T;0.419088453;0.109778792
3000;1000;MI_LOGT;0.391717464;0.10290584
